id;tweet;misogynous;misogyny_category;target
3122;I'm kind of a big deal for someone who ain't shit;0;0;0
3123;When you're acting like you have your life together but you really have no clue what the fuck is going on https://t.co/clRmdy8eI4;0;0;0
3124;@chivelicious 😘😘😘;0;0;0
3126;Nothing says I'll never stop stalking you even tho you block me every time cause I'm a psycho, like this profile pic https://t.co/NGCY4wftze;0;0;0
3127;RT @anitaespinola: 🤔🙀🐽🙈 #Repost @yourfuckboy1 with repostapp. https://t.co/YBNeGSRQCQ;0;0;0
3128;Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question;0;0;0
3129;When your Jewish friend tells you what she gave up for Lent... https://t.co/tQx7k6uTDz;0;0;0
3130;When you think you found yourself a sugar daddy https://t.co/bns1oCCXP9;0;0;0
3131;When your friend owes you money but they keep checking into fancy places on Facebook... https://t.co/PZXEyCudwt;0;0;0
3132;When you're licking the pussy https://t.co/sMweynoErf;0;0;0
3133;When you've just met someone and they start to tell you their life story https://t.co/sgSRdf8pyA;0;0;0
3134;When anyone calls me about anything, ever https://t.co/aK3mWdKqK5;0;0;0
3135;When you walk past someone and they mumble somethin under their breath https://t.co/lsgmiP3PLI;0;0;0
3136;I like to delete comments that say 'first' to assert my dominance;0;0;0
3137;@missbekasue cause they wanna get punched in the face 😇;0;0;0
3138;When you realize this international sex symbol can't even grow a beard https://t.co/oMzBaDLHoP;0;0;0
3140;When her pussy is the bomb https://t.co/NhkJsA3Itp;0;0;0
3141;I'm so anti social that I avoid people in my phone;0;0;0
3142;When your friend tells you they just got an android https://t.co/H3I7d0iCmF;0;0;0
3143;Person- hey can you... Me- ✋🏼 https://t.co/XmH629IcXE;0;0;0
3144;'Where do you see yourself in 5 years?' Me- https://t.co/o4nIC51L3V;0;0;0
3147;Her last words were 'I should have done anal' https://t.co/iUS1a0FAS0;0;0;0
3148;"When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit https://t.co/vt5rSwnRTx";0;0;0
3149;When your best friend asks you where's a good place to hide a body https://t.co/515SZV8khs;0;0;0
3150;When someone goes on vacation and owes you money https://t.co/PsdlbksvTG;0;0;0
3151;When you're chillin and the Thai food kicks in https://t.co/OvH3nWTrir;0;0;0
3152;When your leg cramps up while you're fuckin https://t.co/T0zRokkUAV;0;0;0
3153;When you save your nut up for a week https://t.co/M3RYUX7vNh;0;0;0
3154;When you're chillin and the Taco Bell hits you https://t.co/4pEmDyp41q;0;0;0
3155;Friend- we should talk about what you did when you were drunk last night. Me- https://t.co/kEFs5wltsc;0;0;0
3156;My 20' vs my 30's https://t.co/AEAbL9B1fW;0;0;0
3157;Weekends vs weekdays https://t.co/NiyxydWuCT;0;0;0
3158;When you got a sugar daddy and went from rags to riches https://t.co/9Q30wnbbhH;0;0;0
3159;Leo after he loses again https://t.co/e0ttCWIIyP;0;0;0
3160;When he tells you 'snapchat me the pussy, if it's cool' and it's cool https://t.co/s4SDQmtI7j;0;0;0
3161;When you finally get what you deserve https://t.co/1QWuExw4jL;0;0;0
3162;How butter faces take selfies https://t.co/ATmUujnVN0;0;0;0
3163;Find a guy that can ruin your lipstick AND mascara, cause if he can't ruin your mascara, his dick isn't big enough;0;0;0
3164;When you tell her you're about to nut and she opens her mouth and points to it https://t.co/8pbYXrOgmG;0;0;0
3165;When you're practicing being homeless https://t.co/94SErg1C7n;0;0;0
3166;If you've never choked on a dick have you really ever had sex?;0;0;0
3167;When she got you caught up and you're tryna figure out how you're gonna lie your way outta this one https://t.co/eYHYFxsFIM;0;0;0
3168;When it's not your fathers birthday... https://t.co/YdJI9M0NN5;0;0;0
3169;When your girls on her period https://t.co/G0wJKVbgAb;0;0;0
3170;When you finally find 'the one' https://t.co/UYhBheMmBV;0;0;0
3171;If all of you ex's are psychotic nut jobs... Congratulations, you have good dick my friend;0;0;0
3172;RT @missbekasue: Things that seem like they could turn out okay but never do: -turkey bacon -cutting your hair -having a conversation wi…;0;0;0
3173;RT @missbekasue: People with babies, keep posting about how shitty they are so I always feel good about never having any.;0;0;0
3174;RT @tasteslikesarc: I bet a lot of people's therapists are dying to meet me just to see if the stories are true.;0;0;0
3175;When you think you're going on a date and she shows up with her bff and shakes your hand https://t.co/ccY04Dh6FA;0;0;0
3176;When cuffing season is over and it's time to get rid of your winter league team https://t.co/hcB6vSLpOP;0;0;0
3177;1 like = 1 more facial hair 🙏🏼 https://t.co/trkScgZWQn;0;0;0
3178;All my friends live vicariously through my penis;0;0;0
3179;When bae asks you where you wanna eat https://t.co/4sO2Ky6IqV;0;0;0
3181;When you're trying your best to fit in https://t.co/o78N69sDOm;0;0;0
3182;When all you want is some dick but all he wants to do is surf my Instagram https://t.co/2Zs9yb1M9B;0;0;0
3183;When you're trying to figure out if you have enough space on your phone to make a new sex tape https://t.co/ApLc8phsGf;0;0;0
3184;I have condoms everywhere cause I bought a value pack once and never used one of them;0;0;0
3185;When I'm trying to figure out how my dick hasn't fallen off yet https://t.co/dJapP8DPAT;0;0;0
3186;Don't sell me dreams cause I'll return them as nightmares;0;0;0
3187;Me trying to flirt- Do you know I'd fuck the shit outta you?;0;0;0
3188;When he busts in your ass https://t.co/GWYeT9QI6T;0;0;0
3189;When you're out to eat with your girl and the waitress knows you by name https://t.co/Q5LoPZiODu;0;0;0
3190;So is Caitlyn celebrating half the day or nah?;0;0;0
3192;When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy https://t.co/FAYU35QPQQ;0;0;0
3194;You didn't have a choice, that things never comin off https://t.co/3N1gc1S0e7;0;0;0
3195;I hate playing never have I ever cause I have;0;0;0
3196;Here's an actual picture of me in kindergarten tryin to get girls to play dr https://t.co/yl64i5cmBV;0;0;0
3197;RT @Scouse_ma: @Yourfuckboy1 you are VILEEEE 😭;0;0;0
3198;@Scouse_ma you just figured that out?;0;0;0
3199;Kanye with a hint of more Kanye, the fuck you thought;0;0;0
3201;When you finally catch that cunt that's been leaving '😍' under baes pics https://t.co/MgapkLRMR0;0;0;0
3202;When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼 https://t.co/WtXYbiJNBH;0;0;0
3203;When you get home from the bar and realize you have no alcohol https://t.co/A4YE5mKAIH;0;0;0
3206;When you shaved and all he was good for was ten minutes of missionary and the choke of a child https://t.co/CU8x9qUhfn;0;0;0
3207;When she asks you to dominate her but says don't leave any marks... https://t.co/8IW3SFFpGn;0;0;0
3208;Dick... It's food for thot;0;0;0
3209;How keyboard gangsters feel leaving their stupid ass comments https://t.co/IBox2gIyRc;0;0;0
3210;Same J 😘 https://t.co/KRat6pOYxU;0;0;0
3211;When you see your first pair of titties https://t.co/PHKM3nsirM;0;0;0
3212;When you see your ex in public and they start smiling at you all weird n shit https://t.co/zE2IBpWTKm;0;0;0
3213;Am I the only one that sings love songs to myself while thinking about myself?;0;0;0
3214;I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe;0;0;0
3215;My friends kids are being shitheads and they just took them upstairs to get showered... Guess who keeps flushing the 1st floor toilet?;0;0;0
3217;Goals AF https://t.co/dqTQ26GqZi;0;0;0
3220;When your whole life is falling apart but you refuse to let them see you sweat https://t.co/Gp3GmVwAMd;0;0;0
3221;If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb;0;0;0
3222;How fast I catch feelings vs how fast I move on https://t.co/hFZVwizxKM;0;0;0
3223;RT @TastelessGents: When you first start dating vs a year later https://t.co/vTFfxoGGeJ;0;0;0
3225;When he pulls his dick out and it's more than you expected https://t.co/xqaltXzzeL;0;0;0
3227;Pro Tip- Stop waiting for me to care, it's not gonna to happen;0;0;0
3229;I gotta stop drinking and meme'ing 🙃🙃🙃🙃;0;0;0
3231;This is the only award I deserve in life https://t.co/fJBQjf51RA;0;0;0
3232;Introvert level expert https://t.co/FPiS5O6fNV;0;0;0
3233;See... I would like your selfie but the way my pride is set up, I'd rather just look at it;0;0;0
3234;When you know how to eat her pussy right https://t.co/73MlW21Mvh;0;0;0
3235;When someone's talking about something other than me https://t.co/e05yH36K0o;0;0;0
3236;Person- I don't like you Me- https://t.co/T04eJjyDjy;0;0;0
3237;When you win the lesbian olympics https://t.co/8mdtFKk5sw;0;0;0
3238;When you're fat but so cute that everyone loves you anyway https://t.co/k6j7xAbcEf;0;0;0
3240;When you're out to dinner but you wanna make sure they know what set you claimin https://t.co/dN17nqnh28;0;0;0
3242;When alcohol companies tell you to 'please drink responsibly' https://t.co/t6BRvEBmK7;0;0;0
3244;You give me life!! 😘😘 https://t.co/eFbpJSNfd5;0;0;0
3245;Flirting in 2016 https://t.co/6K9rVnYZjA;0;0;0
3246;If bios told the truth.... https://t.co/xnvb0Q7r5I;0;0;0
3247;Should be able to get it back 😘 https://t.co/pa2lJI4atX;0;0;0
3248;When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' https://t.co/QwsBxKRptk;0;0;0
3249;When the pizza man is more than a minute late https://t.co/NMHTNCbb38;0;0;0
3250;When she posts about you thinking it will get you to text her... https://t.co/q3jqbjU8x5;0;0;0
3251;Introducing the 'I'm over 30 and no man wants me' pillow https://t.co/om9zp0HQo2;0;0;0
3252;'Boys seem to like the girls that laugh at anything'.... Unless it's their dick size;0;0;0
3253;When you wake up and see the drunk text you sent without using textpert https://t.co/DF4TsBCNuf;0;0;0
3254;When you see what you posted online when you were blackout drunk https://t.co/TMxDtdQoLj;0;0;0
3255;When you're tryna sneak out their crib quietly in the middle of the night https://t.co/ifOse6WUtv;0;0;0
3256;'You're such a fuckboy' https://t.co/7TJ5JDhFxc;0;0;0
3257;'You're such a disgusting piece of shit' https://t.co/l671eb03qh;0;0;0
3260;If my life was a sandwich it would be this https://t.co/1wDC68E1dL;0;0;0
3261;When you know you're a piece of shit and own it like a boss https://t.co/petlkuV0N9;0;0;0
3262;When your crush finally slides in ya DM https://t.co/WIXi8XopQ4;0;0;0
3263;When I go out for just one drink https://t.co/ZVJ204y1rW;0;0;0
3264;'My man just left, come o...' https://t.co/23tRlWG3FI;0;0;0
3266;Me- what do you bring to the table? Her- I am the table Me- good lemme rest my feet on you, dumbass... See how dumb you sound?;0;0;0
3267;Coworker- good morning! Me- https://t.co/zzcaMgpuJs;0;0;0
3268;When you finally find yourself a sugar daddy and all your dreams come true https://t.co/EJSEjEHvfp;0;0;0
3269;When you're out drinking all night vs when the bill comes https://t.co/pUpb5SfR7K;0;0;0
3270;When I think about all the people that hate me https://t.co/3XIbTgQ1g2;0;0;0
3271;Most people want to be loved... But I thrive on being hated;0;0;0
3272;The awkward moment when Lexus is showing you how much crack fits in the cup holders... https://t.co/HCYDMyLhG5;0;0;0
3273;When you sleep with someone and they text you the next day https://t.co/5gqyhBNfqc;0;0;0
3274;'Absence makes the heart grow fonder' so if you disappear for the rest of my life I'll be fond of you;0;0;0
3275;True AF 😂👌🏼 https://t.co/6ikGGem1PQ;0;0;0
3276;I never smile and I hate to brag but I can say 'cheese' without smiling too;0;0;0
3277;When the DNA test comes back and it's her husbands kid not mine https://t.co/x1V9qSKfT7;0;0;0
3278;When autocorrect just gets you https://t.co/WbzNS46a9Q;0;0;0
3279;When you have to work tomorrow and your coworker says 'happy Friday' https://t.co/3RY4JxQpan;0;0;0
3280;When a stranger tries to talk to me https://t.co/jyyx2OWpE7;0;0;0
3281;The only thing me and Donald Trump have in common is how we flirt https://t.co/jZms1vD58b;0;0;0
3282;When the DJ plays your joint and the whole crew gets lit https://t.co/e6nArPtBzr;0;0;0
3283;Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way;0;0;0
3284;What the 2030 Air Jordan's gon look like https://t.co/zGWnMG9USF;0;0;0
3285;Daaaaaaamn white people... Back at it again with some more stupid shit https://t.co/xOWMzM4Y1X;0;0;0
3286;When someone tries to threaten me https://t.co/pWumdUPSRk;0;0;0
3287;I love when people type in all caps... ✋🏼 settle down spaz, bigger letters don't scare me either;0;0;0
3288;I like visiting my friends with kids, it makes me happy.... That abortion is a thing;0;0;0
3289;This is the kind of Easter egg hunt I need https://t.co/w8Q9AZxcPb;0;0;0
3290;Please stop swapping your faces, you're ugly enough as it is;0;0;0
3291;When someone that never has any weed asks to hit the blunt https://t.co/XghUDRFBmZ;0;0;0
3292;When the whole squad is coming over for dinner https://t.co/gHfjpk7yAv;0;0;0
3293;When you tell her you lied about pulling out and now she's pregnant https://t.co/IgOYhLSwhQ;0;0;0
3294;When men leave dumb comments thinking it's gonna hurt my feelings https://t.co/a60VR5AH1N;0;0;0
3295;When one of your fucktoys says 'I love you' https://t.co/D91wSldjr6;0;0;0
3296;Do you ever rap in your whitest voice possible or is that just me?;0;0;0
3297;Talent- Pissing people off by just existing;0;0;0
3298;5 minutes into 'prison and chill' and you drop the soap... https://t.co/nhjptSa9q8;0;0;0
3299;Her- can I stay the night? Me- https://t.co/ubfqKLaZcg;0;0;0
3300;RT @Ol_Nae_Nae: @iGotABigCrock @Yourfuckboy1 get a flag made and hang in front of the house;0;0;0
3301;@aibandak Are you excited for your bday present? I think I'll have @Scouse_ma take it to Twitter for me 😉;0;0;0
3302;When friends find out what a sick psychopath I really am ☺️ https://t.co/BxSgvT9g4K;0;0;0
3303;Me- I'm about to cum Her- https://t.co/wSU0Kth4y7;0;0;0
3304;Too bad stalking people doesn't burn calories... Some of you bitches would be skinny AF instead of too fat to get off the couch n get a life;0;0;0
3306;Someone's grandmother out here tryna get shot TF up https://t.co/htUQK6GnJR;0;0;0
3307;When your life's lit as FUCK https://t.co/YSSixLxRWn;0;0;0
